User_ID,Product_ID,Category,Brand,User_Age,User_Gender,User_Location,Device_Type,Session_Duration_Min,Pages_Viewed,Time_of_Day,Previous_Purchases,User_Rating,Product_Price,Discount_Applied,Graph_Similarity_Score,Federated_Cluster_ID,Local_Model_Accuracy,Global_Model_Weight,Personalization_Factor,Purchase_Probability,Recommended
U0058,P0074,Books,BrandD,64,Female,Urban,Mobile,25.3,19,Night,37,2,331.39,0,0.466,10,0.928,0.361,0.502,0.599,0
U0122,P0107,Clothing,BrandC,32,Other,Rural,Mobile,56.13,11,Evening,2,5,161.79,0,0.385,10,0.604,0.992,0.21,0.64,1
U0001,P0057,Sports,BrandE,21,Male,Suburban,Tablet,3.86,5,Morning,39,3,376.13,0,0.676,5,0.855,0.835,0.134,0.613,1
U0239,P0169,Books,BrandB,46,Female,Suburban,Mobile,13.41,2,Evening,30,5,72.44,0,0.493,6,0.708,0.737,0.389,0.718,1
U0290,P0003,Toys,BrandE,26,Male,Rural,Desktop,34.39,10,Morning,40,4,449.45,0,0.183,4,0.731,0.155,0.347,0.592,0
U0096,P0120,Beauty,BrandC,44,Other,Urban,Mobile,37.32,16,Evening,36,3,125.08,0,0.924,2,0.764,0.914,0.466,0.711,1
U0126,P0006,Sports,BrandB,43,Male,Urban,Desktop,3.33,13,Evening,1,2,179.8,0,0.801,2,0.749,0.811,0.966,0.723,1
U0118,P0005,Home & Kitchen,BrandA,36,Female,Urban,Desktop,24.78,8,Morning,1,2,475.34,0,0.151,3,0.78,0.306,0.57,0.52,0
U0048,P0005,Beauty,BrandA,45,Female,Urban,Desktop,39.3,9,Morning,38,4,291.35,0,0.573,2,0.804,0.453,0.598,0.735,1
U0089,P0054,Clothing,BrandD,34,Female,Suburban,Desktop,42.19,11,Morning,48,1,186.06,1,0.175,1,0.763,0.342,0.947,0.437,0
U0237,P0047,Books,BrandC,60,Male,Rural,Desktop,38.65,11,Morning,41,1,475.05,0,0.854,8,0.846,0.986,0.929,0.686,1
U0272,P0177,Toys,BrandC,58,Other,Urban,Mobile,19.91,16,Afternoon,43,2,167.89,1,0.652,5,0.852,0.869,0.896,0.6,0
U0189,P0009,Home & Kitchen,BrandA,59,Male,Urban,Mobile,6.52,10,Morning,33,4,51.96,1,0.255,10,0.754,0.937,0.188,0.479,0
U0192,P0099,Toys,BrandE,37,Female,Rural,Mobile,26.2,12,Evening,41,1,498.44,0,0.119,1,0.65,0.81,0.671,0.448,0
U0069,P0020,Home & Kitchen,BrandB,62,Male,Urban,Tablet,8.6,6,Evening,19,5,137.58,0,0.128,9,0.824,0.511,0.827,0.756,1
U0278,P0122,Sports,BrandE,57,Male,Urban,Mobile,56.91,12,Afternoon,32,2,426.37,1,0.557,8,0.871,0.285,0.852,0.576,0
U0247,P0061,Home & Kitchen,BrandE,56,Female,Urban,Desktop,29.04,10,Morning,3,5,86.94,0,0.761,4,0.823,0.287,0.62,0.841,1
U0076,P0123,Clothing,BrandA,40,Male,Rural,Desktop,19.72,18,Evening,44,4,367.02,1,0.209,8,0.806,0.237,0.116,0.466,0
U0154,P0163,Clothing,BrandA,64,Male,Suburban,Mobile,46.21,18,Afternoon,43,5,264.6,0,0.299,10,0.68,0.592,0.976,0.791,1
U0144,P0178,Electronics,BrandA,49,Male,Suburban,Mobile,30.38,4,Evening,10,1,490.55,0,0.395,7,0.826,0.928,0.525,0.509,0
U0086,P0082,Clothing,BrandD,64,Male,Rural,Mobile,19.29,9,Afternoon,41,1,278.65,0,0.296,7,0.717,0.993,0.454,0.453,0
U0185,P0062,Beauty,BrandE,50,Female,Urban,Mobile,48.91,7,Afternoon,46,3,17.38,0,0.452,1,0.922,0.359,0.455,0.646,1
U0285,P0145,Home & Kitchen,BrandC,63,Female,Urban,Mobile,52.16,18,Night,4,2,303.92,0,0.604,6,0.829,0.728,0.482,0.603,1
U0220,P0003,Clothing,BrandB,22,Male,Rural,Mobile,40.71,8,Night,24,4,76.93,0,0.716,4,0.697,0.637,0.318,0.686,1
U0069,P0160,Sports,BrandD,60,Male,Urban,Desktop,3.77,11,Morning,48,2,400.28,1,0.967,10,0.766,0.54,0.395,0.546,0
U0047,P0013,Toys,BrandC,51,Male,Suburban,Tablet,34.41,7,Night,36,5,429.0,1,0.938,10,0.896,0.699,0.987,0.864,1
U0094,P0120,Toys,BrandE,57,Male,Rural,Mobile,46.03,9,Afternoon,33,4,243.64,0,0.613,10,0.717,0.434,0.431,0.692,1
U0238,P0125,Electronics,BrandA,28,Female,Suburban,Mobile,9.05,8,Evening,8,4,392.69,1,0.761,2,0.784,0.95,0.574,0.664,1
U0204,P0089,Toys,BrandE,20,Female,Suburban,Mobile,14.49,3,Evening,5,1,76.83,1,0.956,10,0.838,0.735,0.863,0.591,0
U0218,P0073,Home & Kitchen,BrandB,50,Male,Rural,Desktop,53.07,17,Morning,17,5,248.58,1,0.175,7,0.864,0.779,0.575,0.623,1
U0039,P0068,Electronics,BrandD,28,Male,Rural,Desktop,2.19,2,Night,13,1,200.0,0,0.105,9,0.661,0.318,0.392,0.392,0
U0100,P0142,Home & Kitchen,BrandD,33,Male,Urban,Mobile,45.41,15,Morning,18,1,307.6,1,0.127,5,0.798,0.252,0.571,0.359,0
U0289,P0101,Sports,BrandB,35,Female,Urban,Mobile,28.95,14,Afternoon,13,3,27.02,0,0.607,8,0.919,0.455,0.203,0.626,1
U0254,P0098,Electronics,BrandC,47,Other,Urban,Desktop,27.36,18,Night,39,1,377.3,0,0.787,5,0.939,0.79,0.217,0.549,0
U0222,P0011,Books,BrandC,27,Male,Suburban,Desktop,1.42,16,Morning,16,2,44.17,1,0.43,7,0.83,0.945,0.725,0.517,0
U0023,P0105,Beauty,BrandD,35,Male,Urban,Mobile,49.34,4,Evening,34,4,329.95,0,0.591,7,0.944,0.485,0.926,0.832,1
U0250,P0184,Beauty,BrandD,55,Female,Suburban,Desktop,22.23,6,Evening,28,1,14.14,0,0.565,9,0.8,0.797,0.753,0.584,0
U0010,P0067,Home & Kitchen,BrandA,36,Other,Urban,Mobile,32.91,6,Morning,41,2,416.78,1,0.185,3,0.755,0.523,0.167,0.341,0
U0246,P0123,Toys,BrandC,53,Male,Suburban,Mobile,40.96,11,Morning,16,5,91.48,0,0.389,1,0.793,0.366,0.463,0.729,1
U0100,P0029,Books,BrandB,30,Male,Urban,Desktop,42.46,17,Morning,42,4,260.17,1,0.117,2,0.64,0.765,0.102,0.412,0
U0290,P0137,Electronics,BrandC,63,Male,Suburban,Desktop,57.4,3,Afternoon,7,5,134.44,1,0.2,6,0.741,0.818,0.56,0.6,0
U0180,P0195,Books,BrandA,20,Female,Suburban,Mobile,32.35,13,Afternoon,0,2,362.71,0,0.831,10,0.76,0.283,0.274,0.593,0
U0223,P0153,Books,BrandD,27,Male,Urban,Tablet,24.58,3,Evening,44,5,164.07,0,0.846,10,0.897,0.375,0.881,0.925,1
U0250,P0076,Toys,BrandD,55,Male,Urban,Mobile,57.27,16,Afternoon,35,5,363.68,1,0.822,9,0.866,0.545,0.194,0.676,1
U0147,P0170,Electronics,BrandA,18,Female,Suburban,Desktop,38.88,15,Afternoon,6,5,146.01,0,0.754,3,0.81,0.268,0.101,0.733,1
U0096,P0009,Sports,BrandB,44,Male,Urban,Mobile,18.59,11,Night,45,1,377.47,1,0.814,10,0.722,0.936,0.506,0.468,0
U0257,P0040,Toys,BrandD,63,Female,Urban,Desktop,8.46,18,Afternoon,4,1,20.15,1,0.704,2,0.665,0.632,0.24,0.382,0
U0004,P0025,Books,BrandE,25,Male,Rural,Tablet,50.71,15,Night,23,1,145.24,0,0.703,1,0.722,0.209,0.764,0.598,0
U0016,P0005,Books,BrandD,63,Male,Suburban,Mobile,22.37,5,Afternoon,27,4,251.82,0,0.701,2,0.838,0.266,0.928,0.833,1
U0280,P0139,Sports,BrandE,59,Female,Rural,Tablet,39.97,16,Evening,42,2,27.3,1,0.563,3,0.692,0.959,0.138,0.399,0
U0247,P0187,Books,BrandA,34,Male,Urban,Desktop,28.78,16,Morning,16,1,97.09,0,0.427,7,0.749,0.764,0.456,0.486,0
U0258,P0124,Books,BrandA,26,Other,Urban,Desktop,12.74,17,Evening,36,5,467.6,0,0.757,2,0.735,0.761,0.997,0.898,1
U0160,P0038,Books,BrandD,23,Female,Rural,Mobile,36.5,9,Afternoon,19,5,488.53,1,0.369,5,0.868,0.165,0.759,0.699,1
U0152,P0072,Beauty,BrandC,60,Male,Suburban,Desktop,4.58,3,Morning,2,5,371.18,1,0.589,2,0.909,0.906,0.958,0.791,1
U0178,P0133,Toys,BrandE,42,Female,Suburban,Desktop,25.39,13,Morning,36,5,129.84,0,0.49,7,0.845,0.499,0.248,0.717,1
U0163,P0176,Clothing,BrandB,56,Male,Urban,Mobile,33.25,3,Morning,25,3,133.96,0,0.349,10,0.72,0.694,0.299,0.554,0
U0033,P0090,Toys,BrandD,45,Other,Urban,Tablet,26.73,7,Night,14,4,324.67,0,0.977,8,0.752,0.964,0.239,0.734,1
U0179,P0146,Sports,BrandB,50,Male,Urban,Mobile,45.17,6,Evening,47,2,63.21,1,0.333,8,0.65,0.19,0.372,0.391,0
U0101,P0198,Books,BrandD,54,Female,Urban,Mobile,49.85,9,Night,7,2,474.41,1,0.378,8,0.659,0.534,0.752,0.478,0
U0268,P0037,Toys,BrandC,26,Male,Urban,Mobile,46.5,12,Morning,12,1,116.28,1,0.245,10,0.658,0.145,0.248,0.29,0
U0065,P0060,Beauty,BrandC,35,Male,Urban,Mobile,3.29,15,Evening,47,3,499.82,0,0.841,9,0.646,0.55,0.572,0.692,1
U0168,P0176,Sports,BrandC,38,Female,Rural,Desktop,12.45,3,Evening,2,2,250.39,1,0.628,1,0.663,0.327,0.342,0.447,0
U0043,P0028,Home & Kitchen,BrandC,19,Female,Urban,Mobile,32.66,10,Afternoon,0,4,386.86,1,0.652,1,0.671,0.92,0.846,0.674,1
U0044,P0197,Toys,BrandA,60,Male,Suburban,Tablet,56.15,1,Night,8,5,6.08,0,0.839,10,0.639,0.459,0.106,0.717,1
U0285,P0081,Home & Kitchen,BrandA,55,Male,Rural,Mobile,50.26,19,Night,30,1,444.93,0,0.409,2,0.824,0.67,0.301,0.467,0
U0012,P0114,Books,BrandE,57,Female,Suburban,Mobile,50.71,19,Afternoon,40,4,138.65,1,0.274,6,0.947,0.874,0.645,0.613,1
U0095,P0040,Beauty,BrandB,53,Other,Urban,Mobile,18.89,13,Night,25,2,335.63,0,0.279,1,0.908,0.985,0.187,0.495,0
U0253,P0045,Beauty,BrandD,60,Male,Suburban,Mobile,26.34,12,Morning,16,3,404.15,0,0.759,5,0.616,0.553,0.52,0.659,1
U0242,P0062,Toys,BrandD,54,Female,Suburban,Tablet,28.77,1,Morning,33,1,86.25,0,0.653,5,0.748,0.51,0.493,0.539,0
U0035,P0093,Sports,BrandA,32,Male,Suburban,Desktop,10.28,19,Night,8,2,224.04,0,0.286,4,0.901,0.168,0.867,0.631,1
U0215,P0115,Sports,BrandD,45,Female,Suburban,Desktop,2.83,16,Afternoon,12,1,249.45,0,0.231,5,0.647,0.111,0.663,0.468,0
U0090,P0186,Beauty,BrandA,35,Male,Rural,Mobile,56.87,15,Evening,4,2,159.5,0,0.209,1,0.897,0.648,0.676,0.576,0
U0264,P0067,Sports,BrandE,51,Male,Suburban,Mobile,15.2,16,Night,40,5,243.47,1,0.665,6,0.807,0.159,0.957,0.786,1
U0093,P0056,Beauty,BrandB,39,Female,Urban,Mobile,15.16,11,Evening,12,3,162.19,1,0.1,7,0.926,0.442,0.984,0.582,0
U0090,P0040,Toys,BrandE,28,Male,Suburban,Mobile,5.92,6,Afternoon,0,5,183.57,1,0.116,8,0.907,0.103,0.688,0.642,1
U0115,P0098,Clothing,BrandC,30,Female,Urban,Mobile,55.78,11,Evening,24,2,336.32,0,0.451,2,0.837,0.654,0.57,0.592,0
U0105,P0040,Beauty,BrandC,21,Male,Rural,Desktop,35.2,3,Afternoon,46,4,318.13,1,0.722,7,0.83,0.483,0.647,0.68,1
U0196,P0091,Home & Kitchen,BrandC,39,Male,Urban,Mobile,40.36,15,Afternoon,3,5,119.97,1,0.726,6,0.675,0.214,0.444,0.669,1
U0114,P0033,Sports,BrandE,24,Male,Urban,Desktop,54.78,1,Morning,35,4,449.25,0,0.487,9,0.641,0.367,0.989,0.763,1
U0075,P0006,Beauty,BrandD,60,Female,Rural,Mobile,21.39,7,Morning,9,2,432.08,0,0.722,8,0.745,0.613,0.735,0.66,1
U0217,P0147,Beauty,BrandB,41,Male,Suburban,Mobile,37.67,1,Afternoon,27,3,257.0,0,0.569,4,0.665,0.691,0.362,0.599,0
U0277,P0080,Toys,BrandC,21,Female,Urban,Desktop,3.29,17,Night,5,4,219.46,1,0.979,9,0.636,0.516,0.152,0.593,0
U0249,P0168,Sports,BrandC,45,Female,Urban,Mobile,12.02,9,Morning,26,2,191.54,0,0.246,1,0.706,0.824,0.14,0.438,0
U0164,P0092,Clothing,BrandC,32,Female,Rural,Desktop,50.04,13,Afternoon,11,4,355.1,1,0.641,6,0.901,0.201,0.284,0.605,1
U0192,P0097,Toys,BrandB,18,Male,Urban,Desktop,46.24,11,Evening,47,5,337.47,0,0.542,8,0.606,0.176,0.31,0.692,1
U0227,P0059,Clothing,BrandC,20,Male,Rural,Mobile,21.69,6,Evening,2,2,102.11,0,0.275,4,0.702,0.14,0.474,0.51,0
U0177,P0059,Toys,BrandB,31,Male,Urban,Tablet,23.23,1,Night,45,5,337.37,1,0.775,2,0.748,0.582,0.293,0.663,1
U0099,P0048,Sports,BrandC,55,Male,Suburban,Mobile,32.48,7,Evening,32,1,129.95,0,0.348,2,0.779,0.736,0.668,0.519,0
U0036,P0169,Electronics,BrandE,18,Male,Rural,Mobile,1.01,12,Evening,9,2,14.19,0,0.444,10,0.664,0.217,0.29,0.5,0
U0096,P0013,Sports,BrandE,55,Female,Urban,Desktop,15.23,19,Afternoon,30,4,351.11,1,0.437,1,0.937,0.675,0.269,0.569,0
U0152,P0107,Sports,BrandB,55,Male,Urban,Mobile,13.29,17,Evening,14,1,324.17,1,0.32,5,0.803,0.529,0.524,0.389,0
U0151,P0045,Clothing,BrandE,38,Male,Urban,Desktop,15.78,4,Evening,6,5,208.35,0,0.488,6,0.783,0.989,0.9,0.834,1
U0190,P0089,Clothing,BrandB,46,Male,Suburban,Desktop,48.55,3,Evening,35,5,265.21,0,0.526,4,0.603,0.746,0.521,0.73,1
U0224,P0181,Sports,BrandE,22,Female,Suburban,Tablet,17.5,1,Evening,13,4,473.85,0,0.77,4,0.77,0.692,0.472,0.742,1
U0037,P0170,Sports,BrandE,27,Male,Suburban,Mobile,12.3,18,Afternoon,47,1,299.62,1,0.789,5,0.893,0.613,0.62,0.52,0
U0268,P0100,Sports,BrandB,45,Female,Urban,Mobile,30.75,15,Evening,13,3,330.65,0,0.243,5,0.677,0.998,0.331,0.53,0
U0183,P0191,Clothing,BrandD,38,Male,Urban,Desktop,52.07,8,Night,2,4,36.64,0,0.633,9,0.723,0.982,0.418,0.695,1
U0013,P0155,Sports,BrandE,24,Female,Urban,Mobile,15.24,1,Morning,48,5,87.17,0,0.907,8,0.607,0.584,0.292,0.761,1
U0279,P0166,Sports,BrandC,20,Female,Urban,Mobile,5.63,14,Night,45,2,153.97,1,0.198,9,0.942,0.51,0.615,0.471,0
U0217,P0188,Books,BrandD,62,Male,Suburban,Mobile,22.03,4,Morning,49,1,271.99,1,0.526,3,0.623,0.516,0.728,0.435,0
U0286,P0007,Electronics,BrandB,64,Male,Rural,Mobile,45.11,5,Night,2,3,389.41,1,0.775,3,0.914,0.486,0.706,0.659,1
U0273,P0133,Home & Kitchen,BrandD,37,Male,Suburban,Mobile,33.49,13,Morning,21,2,164.01,0,0.65,1,0.71,0.578,0.329,0.558,0
U0062,P0045,Electronics,BrandA,36,Male,Urban,Desktop,49.19,15,Morning,18,1,181.41,1,0.191,10,0.806,0.346,0.802,0.42,0
U0084,P0058,Books,BrandA,52,Female,Rural,Desktop,57.62,6,Morning,34,4,131.79,0,0.457,6,0.838,0.934,0.33,0.665,1
U0217,P0031,Home & Kitchen,BrandE,21,Female,Suburban,Mobile,47.77,1,Morning,11,4,131.03,0,0.557,4,0.649,0.541,0.235,0.628,1
U0187,P0023,Toys,BrandE,22,Female,Rural,Mobile,36.62,19,Afternoon,4,1,474.69,1,0.996,8,0.755,0.858,0.415,0.493,0
U0019,P0170,Sports,BrandC,18,Female,Suburban,Mobile,30.11,13,Night,9,3,319.55,0,0.261,2,0.714,0.528,0.638,0.603,1
U0177,P0138,Books,BrandD,21,Male,Urban,Desktop,3.36,6,Morning,40,1,82.17,0,0.984,2,0.62,0.746,0.228,0.526,0
U0100,P0160,Toys,BrandA,29,Male,Urban,Mobile,59.07,15,Night,32,2,362.51,1,0.439,7,0.892,0.403,0.683,0.523,0
U0233,P0107,Sports,BrandE,44,Female,Suburban,Desktop,23.63,16,Evening,12,2,362.4,0,0.28,5,0.616,0.662,0.877,0.575,0
U0076,P0181,Clothing,BrandD,59,Male,Urban,Mobile,9.98,16,Morning,34,4,334.9,0,0.473,1,0.829,0.549,0.364,0.673,1
U0265,P0158,Beauty,BrandE,40,Female,Urban,Desktop,40.34,10,Night,31,1,71.69,0,0.653,7,0.71,0.43,0.505,0.534,0
U0284,P0039,Books,BrandE,42,Male,Suburban,Mobile,17.77,9,Afternoon,10,4,206.96,0,0.292,7,0.667,0.893,0.305,0.593,0
U0206,P0159,Clothing,BrandA,38,Male,Suburban,Desktop,35.56,9,Night,47,3,57.84,1,0.362,10,0.833,0.201,0.425,0.504,0
U0223,P0082,Books,BrandA,41,Other,Suburban,Mobile,35.62,17,Morning,37,2,409.23,0,0.869,6,0.801,0.538,0.12,0.578,0
U0052,P0100,Books,BrandE,42,Male,Urban,Desktop,27.3,17,Evening,23,5,329.31,1,0.999,4,0.71,0.275,0.958,0.833,1
U0144,P0002,Clothing,BrandB,62,Other,Urban,Mobile,50.33,17,Night,34,5,256.07,0,0.386,8,0.78,0.875,0.474,0.728,1
U0069,P0077,Home & Kitchen,BrandE,63,Other,Suburban,Desktop,16.63,12,Evening,18,1,174.79,0,0.234,2,0.686,0.328,0.81,0.506,0
U0099,P0012,Electronics,BrandE,49,Female,Rural,Desktop,27.47,13,Afternoon,5,1,96.2,0,0.814,2,0.902,0.67,0.228,0.549,0
U0025,P0039,Sports,BrandC,49,Female,Suburban,Mobile,32.72,12,Night,39,5,57.69,1,0.64,2,0.71,0.249,0.831,0.736,1
U0053,P0194,Books,BrandC,22,Female,Rural,Desktop,40.15,14,Night,44,1,484.77,0,0.19,3,0.686,0.464,0.874,0.51,0
U0151,P0013,Sports,BrandC,53,Female,Suburban,Mobile,47.25,10,Afternoon,43,2,103.83,1,0.952,6,0.863,0.909,0.744,0.632,1
U0144,P0046,Beauty,BrandB,63,Male,Suburban,Mobile,24.29,19,Afternoon,41,3,34.64,0,0.17,1,0.606,0.249,0.913,0.618,1
U0057,P0155,Clothing,BrandB,59,Female,Urban,Mobile,39.12,2,Afternoon,34,3,481.03,1,0.663,2,0.694,0.697,0.25,0.501,0
U0039,P0113,Sports,BrandE,59,Female,Suburban,Mobile,9.89,4,Morning,3,4,276.73,1,0.482,10,0.731,0.284,0.529,0.588,0
U0109,P0017,Clothing,BrandC,56,Male,Suburban,Desktop,56.03,19,Morning,32,2,399.35,1,0.601,2,0.909,0.474,0.658,0.554,0
U0181,P0104,Sports,BrandB,33,Male,Suburban,Desktop,23.6,7,Night,12,1,26.66,1,0.292,1,0.933,0.587,0.637,0.432,0
U0042,P0098,Electronics,BrandA,50,Male,Urban,Mobile,44.04,15,Night,35,1,285.64,0,0.719,3,0.851,0.62,0.875,0.649,1
U0186,P0188,Electronics,BrandE,38,Female,Suburban,Mobile,2.2,15,Night,42,4,202.11,1,0.964,10,0.772,0.642,0.294,0.646,1
U0223,P0192,Electronics,BrandD,26,Female,Urban,Desktop,13.11,6,Evening,18,4,387.12,0,0.513,7,0.824,0.676,0.258,0.659,1
U0122,P0088,Electronics,BrandE,23,Male,Suburban,Tablet,29.74,3,Afternoon,42,1,24.02,0,0.571,1,0.745,0.345,0.328,0.489,0
U0133,P0109,Electronics,BrandD,62,Other,Urban,Mobile,52.82,6,Night,11,1,203.84,0,0.316,7,0.705,0.461,0.902,0.545,0
U0163,P0163,Electronics,BrandC,52,Female,Rural,Tablet,32.11,16,Afternoon,10,2,400.54,0,0.903,5,0.933,0.134,0.947,0.777,1
U0215,P0070,Clothing,BrandD,56,Female,Urban,Mobile,55.86,2,Morning,5,4,263.74,0,0.974,9,0.64,0.792,0.613,0.785,1
U0221,P0158,Books,BrandC,39,Female,Urban,Mobile,29.54,7,Afternoon,11,2,277.27,0,0.808,2,0.721,0.853,0.551,0.636,1
U0235,P0199,Sports,BrandA,58,Female,Urban,Desktop,29.94,11,Evening,26,1,53.1,0,0.588,1,0.915,0.279,0.645,0.59,0
U0146,P0074,Electronics,BrandD,22,Male,Suburban,Mobile,8.07,7,Evening,40,5,70.5,0,0.961,9,0.853,0.281,0.655,0.894,1
U0239,P0063,Clothing,BrandE,59,Female,Urban,Mobile,48.36,4,Afternoon,24,5,340.11,0,0.238,8,0.61,0.138,0.253,0.62,1
U0076,P0156,Clothing,BrandC,40,Male,Urban,Mobile,15.57,7,Evening,41,1,339.15,1,0.531,10,0.608,0.973,0.718,0.431,0
U0009,P0060,Clothing,BrandE,34,Female,Suburban,Desktop,54.08,4,Evening,2,4,489.66,1,0.584,6,0.781,0.826,0.507,0.614,1
U0074,P0079,Books,BrandB,29,Other,Urban,Desktop,54.74,12,Morning,2,5,357.42,1,0.543,5,0.769,0.425,0.566,0.676,1
U0253,P0037,Sports,BrandC,40,Male,Rural,Mobile,56.66,5,Night,19,4,249.16,0,0.822,8,0.755,0.534,0.127,0.681,1
U0230,P0022,Books,BrandD,33,Male,Rural,Mobile,31.69,19,Evening,27,5,429.38,0,0.703,8,0.706,0.363,0.788,0.839,1
U0007,P0196,Home & Kitchen,BrandC,20,Female,Suburban,Mobile,40.95,5,Night,22,4,56.71,1,0.214,5,0.945,0.638,0.852,0.642,1
U0174,P0148,Toys,BrandE,47,Male,Urban,Mobile,46.93,19,Afternoon,47,5,227.4,1,0.412,7,0.695,0.746,0.657,0.653,1
U0141,P0096,Clothing,BrandA,39,Female,Suburban,Mobile,8.73,3,Afternoon,2,4,147.12,1,0.405,1,0.772,0.503,0.774,0.63,1
U0168,P0068,Home & Kitchen,BrandC,26,Male,Urban,Desktop,36.46,11,Evening,41,2,56.8,0,0.609,4,0.742,0.886,0.57,0.604,1
U0170,P0192,Beauty,BrandD,46,Male,Urban,Mobile,3.02,7,Afternoon,23,4,382.93,0,0.362,2,0.66,0.565,0.657,0.676,1
U0283,P0017,Electronics,BrandB,64,Other,Urban,Mobile,30.36,17,Morning,42,2,257.84,1,0.206,10,0.671,0.23,0.455,0.386,0
U0122,P0012,Toys,BrandA,54,Female,Rural,Mobile,10.14,9,Evening,39,2,280.6,0,0.688,3,0.921,0.66,0.813,0.704,1
U0194,P0150,Electronics,BrandB,40,Female,Urban,Mobile,11.79,9,Evening,5,1,208.57,0,0.866,1,0.9,0.516,0.521,0.617,1
U0005,P0145,Books,BrandC,30,Male,Suburban,Tablet,22.54,10,Evening,19,2,232.87,1,0.938,2,0.67,0.942,0.712,0.584,0
U0029,P0138,Toys,BrandE,49,Female,Suburban,Mobile,26.51,13,Afternoon,10,3,62.43,1,0.975,1,0.906,0.453,0.659,0.688,1
U0165,P0118,Sports,BrandE,63,Female,Urban,Mobile,37.77,15,Afternoon,31,2,338.09,0,0.803,8,0.673,0.463,0.732,0.662,1
U0136,P0193,Home & Kitchen,BrandD,64,Female,Urban,Mobile,5.39,5,Evening,26,4,219.06,0,0.226,4,0.819,0.686,0.807,0.71,1
U0145,P0022,Sports,BrandE,40,Female,Rural,Mobile,30.72,3,Night,20,2,409.3,1,0.868,3,0.628,0.574,0.561,0.531,0
U0217,P0120,Books,BrandA,62,Female,Suburban,Mobile,11.77,8,Afternoon,43,4,102.16,0,0.46,1,0.908,0.437,0.832,0.78,1
U0132,P0050,Electronics,BrandE,34,Male,Suburban,Mobile,34.86,10,Afternoon,47,4,106.5,1,0.757,2,0.618,0.991,0.548,0.625,1
U0292,P0014,Toys,BrandD,57,Male,Urban,Mobile,38.61,13,Evening,49,3,324.65,1,0.578,3,0.794,0.372,0.961,0.647,1
U0070,P0192,Sports,BrandC,38,Female,Urban,Mobile,33.85,3,Night,12,2,423.77,1,0.846,3,0.873,0.35,0.777,0.619,1
U0252,P0175,Sports,BrandC,19,Male,Urban,Mobile,44.56,8,Evening,21,2,238.74,1,0.483,6,0.641,0.878,0.254,0.396,0
U0275,P0029,Electronics,BrandE,54,Female,Urban,Mobile,20.8,9,Afternoon,34,5,364.84,0,0.156,10,0.742,0.103,0.847,0.749,1
U0182,P0164,Toys,BrandB,23,Male,Urban,Tablet,46.14,12,Evening,46,5,499.67,0,0.601,8,0.615,0.281,0.596,0.762,1
U0167,P0180,Home & Kitchen,BrandC,61,Female,Rural,Mobile,26.53,11,Evening,21,1,495.18,0,0.254,6,0.839,0.631,0.986,0.576,0
U0091,P0125,Electronics,BrandE,35,Female,Urban,Mobile,29.57,2,Evening,27,4,373.45,0,0.969,2,0.708,0.246,0.747,0.825,1
U0202,P0007,Sports,BrandD,47,Male,Urban,Mobile,39.24,18,Night,20,3,371.1,0,0.574,2,0.796,0.987,0.176,0.589,0
U0019,P0029,Home & Kitchen,BrandE,39,Male,Suburban,Mobile,2.08,9,Evening,45,5,127.57,0,0.598,7,0.926,0.518,0.455,0.796,1
U0039,P0139,Home & Kitchen,BrandC,50,Male,Suburban,Desktop,39.59,2,Afternoon,17,2,417.6,1,0.917,1,0.707,0.638,0.566,0.558,0
U0126,P0033,Electronics,BrandD,47,Female,Urban,Mobile,37.5,2,Evening,30,1,205.53,0,0.662,1,0.617,0.244,0.855,0.587,0
U0173,P0134,Sports,BrandE,34,Female,Suburban,Desktop,19.28,3,Night,45,3,481.19,0,0.372,7,0.836,0.36,0.756,0.673,1
U0141,P0111,Books,BrandA,60,Male,Urban,Mobile,6.06,16,Morning,36,2,45.31,0,0.366,9,0.875,0.653,0.432,0.555,0
U0242,P0079,Sports,BrandD,49,Female,Urban,Mobile,6.37,19,Night,20,2,220.74,0,0.551,5,0.935,0.595,0.688,0.655,1
U0220,P0160,Clothing,BrandA,59,Male,Urban,Desktop,55.47,4,Evening,13,4,280.14,0,0.88,1,0.655,0.806,0.619,0.771,1
U0126,P0179,Toys,BrandB,31,Female,Rural,Mobile,41.67,18,Morning,24,4,205.55,0,0.815,5,0.737,0.342,0.213,0.693,1
U0058,P0058,Beauty,BrandD,27,Other,Urban,Mobile,8.5,18,Evening,26,5,109.24,0,0.966,1,0.895,0.688,0.311,0.834,1
U0148,P0026,Books,BrandA,64,Male,Urban,Mobile,22.05,10,Night,39,5,298.53,1,0.165,10,0.882,0.362,0.407,0.591,0
U0001,P0174,Home & Kitchen,BrandC,53,Female,Urban,Desktop,35.96,11,Morning,22,2,379.18,1,0.341,9,0.819,0.628,0.276,0.407,0
U0190,P0029,Books,BrandC,51,Male,Rural,Mobile,50.3,17,Morning,30,2,324.2,1,0.172,4,0.694,0.645,0.235,0.34,0
U0191,P0004,Toys,BrandB,26,Male,Urban,Desktop,3.58,16,Evening,46,5,121.05,0,0.776,9,0.699,0.21,0.152,0.725,1
U0117,P0099,Home & Kitchen,BrandD,59,Male,Urban,Mobile,14.96,13,Evening,28,5,367.15,0,0.227,2,0.643,0.594,0.886,0.751,1
U0134,P0141,Toys,BrandD,45,Male,Urban,Desktop,53.5,2,Night,46,2,132.16,0,0.19,7,0.923,0.111,0.36,0.515,0
